ID beacon'a;Moc rozgÅ‚aszania;RSSI;Dystans;Czas;ID urzÄ…dzenia;Poziom baterii;;;;;Dystans;Przed odsianiem;Po odsianiu;Dystans;Odrzuconych;Wszystkich;Odrzuconych [%];Œr. RSSI;Œr. RSSI po odsianiu
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:02:44;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:03:00;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:03:01;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:03:01;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:03:16;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:03:16;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:03:17;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:03:18;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-59;0,3;03-12-2015 15:03:33;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-59;-59;;;;;;
F4:1C:50:21:23:FD;-4;-60;0,3;03-12-2015 15:03:48;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-60;-60;;;;;;
F4:1C:50:21:23:FD;-4;-65;0,5;03-12-2015 15:04:21;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-65;-65;;;;;;
F4:1C:50:21:23:FD;-4;-65;0,5;03-12-2015 15:04:35;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-65;-65;;;;;;
F4:1C:50:21:23:FD;-4;-65;0,5;03-12-2015 15:04:36;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-65;-65;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:04:52;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-65;0,5;03-12-2015 15:05:24;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-65;-65;;;;;;
F4:1C:50:21:23:FD;-4;-65;0,5;03-12-2015 15:05:25;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-65;-65;;;;;;
F4:1C:50:21:23:FD;-4;-65;0,5;03-12-2015 15:05:40;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-65;-65;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:05:56;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:05:56;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:05:57;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-63;0,5;03-12-2015 15:06:11;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-63;;;;;;;
F4:1C:50:21:23:FD;-4;-65;0,5;03-12-2015 15:06:29;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-65;-65;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:06:45;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-65;0,5;03-12-2015 15:06:45;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-65;-65;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:07:00;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:07:00;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-65;0,5;03-12-2015 15:07:01;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-65;-65;;;;;;
