ID beacon'a;Moc rozgłaszania;RSSI;Dystans;Czas;ID urządzenia;Poziom baterii;;;;;Dystans;RSSI;Outlier
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:50:16;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:50:17;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:50:32;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:50:33;GT-I9515 - 1a88bbcf523c933c;38;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:50:48;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:50:48;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:50:49;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:51:03;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:51:19;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:51:21;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:51:21;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:51:35;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:51:36;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:51:52;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:51:53;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:08;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:09;GT-I9515 - 1a88bbcf523c933c;37;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:24;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:25;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:40;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:41;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:41;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:56;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:56;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:52:57;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:53:11;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:53:12;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:53:12;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:53:13;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:53:29;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:53:44;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:53:44;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:53:45;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:54:00;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:54:16;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:54:17;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:54:17;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:54:33;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:54:48;GT-I9515 - 1a88bbcf523c933c;36;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:54:49;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:54:49;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:54:49;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:03;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:04;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:04;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:20;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:20;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:36;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:36;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:52;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:52;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:55:52;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:08;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:09;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:09;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:24;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:25;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:25;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:25;GT-I9515 - 1a88bbcf523c933c;35;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:40;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:40;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:55;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:56;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:56:56;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:57:11;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:57:13;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:57:13;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:57:29;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:57:29;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-52;0,3;03-12-2015 14:57:44;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-52;0
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:57:44;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:57:45;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-52;0,3;03-12-2015 14:58:00;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-52;0
F4:1C:50:21:23:FD;4;-52;0,3;03-12-2015 14:58:01;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-52;0
F4:1C:50:21:23:FD;4;-52;0,3;03-12-2015 14:58:17;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-52;0
F4:1C:50:21:23:FD;4;-52;0,3;03-12-2015 14:58:17;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-52;0
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:58:31;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:58:32;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:58:49;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:04;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:04;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:05;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:21;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:36;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:37;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:37;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:51;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:52;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 14:59:53;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:08;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:09;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:24;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:39;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:40;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:41;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:41;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:56;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:56;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:00:57;GT-I9515 - 1a88bbcf523c933c;34;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:01:11;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:01:13;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:01:28;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:01:29;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:01:44;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:01:45;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:01:59;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:02:01;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:02:16;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:02:16;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:02:17;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:02:47;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:02:48;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:02:48;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:02:49;GT-I9515 - 1a88bbcf523c933c;33;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:03:05;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:03:20;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:03:21;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:03:36;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-50;0,3;03-12-2015 15:03:37;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-50;0
F4:1C:50:21:23:FD;4;-53;0,3;03-12-2015 15:03:37;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,3;-53;-53
F4:1C:50:21:23:FD;4;-59;0,5;03-12-2015 15:04:24;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-59;0
F4:1C:50:21:23:FD;4;-59;0,5;03-12-2015 15:04:24;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-59;0
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:04:40;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-57;0,5;03-12-2015 15:04:41;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-57;0
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:04:56;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:04:57;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-55;0,5;03-12-2015 15:05:11;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-55;0
F4:1C:50:21:23:FD;4;-55;0,5;03-12-2015 15:05:12;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-55;0
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:05:13;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:05:28;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:05:28;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:05:29;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:05:45;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:05:45;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:05:45;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:06:00;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-57;0,5;03-12-2015 15:06:16;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-57;0
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:06:32;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:06:32;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:06:32;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:06:33;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:06:48;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:06:48;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:07:03;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:07:04;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:07:20;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:07:21;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:07:37;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:07:53;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-58;0,5;03-12-2015 15:07:53;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-58;-58
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:08:56;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:08:57;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:09:12;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:09:27;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:09:28;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:09:29;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:09:44;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:09:44;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:10:00;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:10:01;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:10:16;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:10:17;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:10:17;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-53;0,75;03-12-2015 15:10:32;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-53;0
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:10:33;GT-I9515 - 1a88bbcf523c933c;30;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:11:04;GT-I9515 - 1a88bbcf523c933c;30;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:11:04;GT-I9515 - 1a88bbcf523c933c;30;;;;;0,75;-62;-62
F4:1C:50:21:23:FD;4;-62;0,75;03-12-2015 15:11:05;GT-I9515 - 1a88bbcf523c933c;30;;;;;0,75;-62;-62
