ID beacon'a;Moc rozgłaszania;RSSI;Dystans;Czas;ID urządzenia;Poziom baterii;;;;Dystans;RSSI
F4:1C:50:21:23:FD;0;-61;0,5;03-12-2015 15:04:37;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-61
F4:1C:50:21:23:FD;0;-61;0,5;03-12-2015 15:04:38;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-61
F4:1C:50:21:23:FD;0;-61;0,5;03-12-2015 15:04:39;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-61
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:04:53;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:04:54;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:04:54;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-58;0,5;03-12-2015 15:05:10;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-58
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:05:26;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:05:27;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:05:27;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:05:41;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:05:42;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:05:43;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:05:58;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:05:59;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:06:14;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:06:14;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:06:15;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:06:15;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:06:30;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:06:30;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:06:31;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-61;0,5;03-12-2015 15:06:46;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-61
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:06:46;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:06:47;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:07:17;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:07:18;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:07:18;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:07:34;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:07:34;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:07:35;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:07:50;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-60;0,5;03-12-2015 15:07:51;GT-I9515 - 1a88bbcf523c933c;32;;;;0,5;-60
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:09:10;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-65;0,75;03-12-2015 15:09:10;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-65
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:09:11;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:09:26;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-60;0,75;03-12-2015 15:09:41;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-60
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:09:42;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:09:43;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:09:58;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:09:58;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:09:58;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:10:13;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:10:14;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:10:15;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:10:16;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:10:29;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-64
F4:1C:50:21:23:FD;0;-63;0,75;03-12-2015 15:10:30;GT-I9515 - 1a88bbcf523c933c;31;;;;0,75;-63
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:11:02;GT-I9515 - 1a88bbcf523c933c;30;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:11:33;GT-I9515 - 1a88bbcf523c933c;30;;;;0,75;-64
F4:1C:50:21:23:FD;0;-64;0,75;03-12-2015 15:11:34;GT-I9515 - 1a88bbcf523c933c;30;;;;0,75;-64
